	Protien	Hits
36314	LOC_Os11g17600.3	38
36315	LOC_Os03g13320.1	38
36316	LOC_Os02g35470.3	38
36317	LOC_Os05g48800.3	38
36318	LOC_Os11g48070.1	38
36319	LOC_Os12g09070.1	38
36320	LOC_Os07g28920.1	38
36321	LOC_Os02g30770.1	38
36322	LOC_Os11g14830.1	38
36323	LOC_Os12g27530.1	38
36324	LOC_Os01g73870.1	38
36325	LOC_Os03g28380.1	38
36326	LOC_Os03g58700.1	38
36327	LOC_Os11g32790.1	38
36328	LOC_Os05g51710.1	38
36329	LOC_Os08g40130.1	38
36330	LOC_Os06g46870.1	38
36331	LOC_Os01g28690.2	38
36332	LOC_Os04g16150.1	38
36333	LOC_Os01g01307.1	38
36334	LOC_Os03g56030.1	38
36335	LOC_Os07g38910.1	38
36336	LOC_Os08g11060.1	38
36337	LOC_Os09g36290.2	38
36338	LOC_Os05g48260.1	38
36339	LOC_Os03g09090.1	38
36340	LOC_Os10g28250.1	38
36341	LOC_Os04g57150.1	38
36342	LOC_Os03g57330.1	38
36343	LOC_Os11g35470.1	38
36344	LOC_Os01g27280.1	38
36345	LOC_Os07g18630.1	38
36346	LOC_Os09g03490.1	38
36347	LOC_Os06g25470.1	38
36348	LOC_Os07g26800.1	38
36349	LOC_Os02g52950.1	38
36350	LOC_Os08g36690.1	38
36351	LOC_Os11g11540.1	38
36352	LOC_Os12g02100.1	38
36353	LOC_Os06g11660.2	38
36354	LOC_Os04g44510.1	38
36355	LOC_Os03g40840.1	38
36356	LOC_Os04g13020.1	38
36357	LOC_Os01g32280.1	38
36358	LOC_Os09g39474.1	38
36359	LOC_Os06g06700.1	38
36360	LOC_Os06g11910.2	38
36361	LOC_Os06g35120.1	38
36362	LOC_Os01g16660.1	38
36363	LOC_Os06g31580.1	38
36364	LOC_Os11g32600.1	38
36365	LOC_Os06g33690.1	38
36366	LOC_Os12g39730.1	38
36367	LOC_Os02g06820.1	38
36368	LOC_Os08g10580.1	38
36369	LOC_Os01g54960.1	38
36370	LOC_Os08g21695.1	38
36371	LOC_Os03g38930.1	38
36372	LOC_Os02g35080.6	38
36373	LOC_Os09g06870.1	38
36374	LOC_Os02g35470.2	38
36375	LOC_Os11g44410.1	38
36376	LOC_Os04g16380.1	38
36377	LOC_Os02g57840.1	38
36378	LOC_Os02g15250.1	38
36379	LOC_Os03g41840.1	38
36380	LOC_Os10g36610.1	38
36381	LOC_Os02g35080.4	38
36382	LOC_Os03g05040.1	38
36383	LOC_Os06g34330.1	38
36384	LOC_Os06g51390.2	38
36385	LOC_Os01g26980.1	38
36386	LOC_Os10g42090.2	38
36387	LOC_Os12g34380.1	38
36388	LOC_Os04g39160.1	38
36389	LOC_Os02g37520.1	38
36390	LOC_Os04g19220.1	38
36391	LOC_Os07g43730.1	38
36392	LOC_Os09g40060.1	38
36393	LOC_Os10g35500.1	38
36394	LOC_Os01g35960.1	38
36395	LOC_Os11g09560.1	38
36396	LOC_Os01g46932.2	38
36397	LOC_Os01g68230.2	38
36398	LOC_Os12g31860.2	38
36399	LOC_Os09g39330.1	38
36400	LOC_Os12g22690.1	38
36401	LOC_Os06g38240.1	38
36402	LOC_Os01g21300.1	38
36403	LOC_Os01g64780.4	38
36404	LOC_Os01g13080.1	38
36405	LOC_Os04g01910.1	38
36406	LOC_Os02g57840.2	38
36407	LOC_Os02g25449.1	38
36408	LOC_Os08g05210.1	38
36409	LOC_Os06g14600.1	38
36410	LOC_Os09g09780.1	38
36411	LOC_Os04g23849.1	38
36412	LOC_Os01g16170.5	38
36413	LOC_Os09g08300.1	38
36414	LOC_Os01g16010.1	38
36415	LOC_Os06g41410.1	38
36416	LOC_Os08g09120.1	38
36417	LOC_Os04g34850.1	38
36418	LOC_Os12g24450.1	38
36419	LOC_Os06g45790.1	38
36420	LOC_Os06g29560.1	38
36421	LOC_Os12g16500.1	38
36422	LOC_Os01g04110.1	38
36423	LOC_Os11g40570.2	38
36424	LOC_Os07g20300.1	38
36425	LOC_Os09g15920.1	38
36426	LOC_Os03g15080.2	38
36427	LOC_Os06g41320.1	38
36428	LOC_Os06g01580.1	38
36429	LOC_Os10g08040.1	38
36430	LOC_Os02g08190.1	38
36431	LOC_Os07g03070.1	38
36432	LOC_Os10g35400.1	38
36433	LOC_Os11g30670.1	38
36434	LOC_Os07g45074.1	38
36435	LOC_Os05g02710.1	38
36436	LOC_Os02g58790.5	38
36437	LOC_Os08g41460.4	38
36438	LOC_Os09g07980.1	38
36439	LOC_Os03g13450.2	38
36440	LOC_Os10g39950.1	38
36441	LOC_Os11g28780.1	38
36442	LOC_Os09g09590.1	38
36443	LOC_Os03g07010.1	38
36444	LOC_Os07g40100.1	38
36445	LOC_Os08g41460.6	38
36446	LOC_Os03g56410.1	38
36447	LOC_Os05g40360.1	38
36448	LOC_Os05g23440.1	38
36449	LOC_Os07g45970.1	38
36450	LOC_Os07g25050.1	38
36451	LOC_Os01g72570.3	38
36452	LOC_Os07g47510.1	38
36453	LOC_Os03g58640.1	38
36454	LOC_Os08g12510.1	38
36455	LOC_Os03g41010.1	38
36456	LOC_Os04g52920.2	37
36457	LOC_Os11g38660.1	36
36458	LOC_Os12g37530.1	36
36459	LOC_Os04g53270.1	36
36460	LOC_Os01g49600.1	36
36461	LOC_Os07g17880.1	36
36462	LOC_Os02g08280.1	36
36463	LOC_Os06g28124.1	36
36464	LOC_Os12g42840.1	36
36465	ChrSy.fgenesh.mRNA.84	36
36466	LOC_Os11g16890.1	36
36467	LOC_Os05g50910.1	36
36468	LOC_Os08g14640.1	36
36469	LOC_Os04g23680.1	36
36470	LOC_Os11g39568.1	36
36471	LOC_Os04g28010.2	36
36472	LOC_Os05g05820.1	36
36473	LOC_Os02g58040.1	36
36474	LOC_Os03g13780.1	36
36475	LOC_Os09g11970.1	36
36476	LOC_Os04g19840.1	36
36477	LOC_Os09g30478.1	36
36478	LOC_Os05g15490.1	36
36479	LOC_Os06g21130.1	36
36480	LOC_Os05g16490.1	36
36481	LOC_Os03g58940.1	36
36482	LOC_Os03g56700.1	36
36483	LOC_Os09g39200.1	36
36484	LOC_Os06g40290.1	36
36485	LOC_Os03g39860.2	36
36486	LOC_Os03g38440.1	36
36487	LOC_Os06g32150.1	36
36488	LOC_Os09g09060.1	36
36489	LOC_Os01g68160.1	36
36490	LOC_Os01g71070.1	36
36491	LOC_Os11g06310.1	36
36492	LOC_Os06g15400.1	36
36493	LOC_Os01g18230.1	36
36494	LOC_Os12g24410.1	36
36495	LOC_Os08g43750.1	36
36496	LOC_Os07g47540.1	36
36497	LOC_Os09g25560.1	36
36498	LOC_Os10g40614.1	36
36499	LOC_Os02g56710.1	36
36500	LOC_Os05g48860.1	36
36501	LOC_Os05g36990.1	36
36502	LOC_Os01g48190.1	36
36503	LOC_Os08g03360.1	36
36504	LOC_Os01g08430.1	36
36505	LOC_Os04g42290.1	36
36506	LOC_Os10g31010.1	36
36507	LOC_Os07g17080.1	36
36508	LOC_Os11g22690.1	36
36509	LOC_Os02g54110.1	36
36510	LOC_Os09g23330.1	36
36511	LOC_Os03g36910.1	36
36512	LOC_Os10g02850.1	36
36513	LOC_Os03g58660.1	36
36514	LOC_Os04g35510.1	36
36515	LOC_Os03g30050.1	36
36516	LOC_Os02g26930.1	36
36517	LOC_Os01g69190.1	36
36518	LOC_Os05g20800.1	36
36519	LOC_Os01g34760.1	36
36520	LOC_Os10g33690.1	36
36521	LOC_Os03g03730.1	36
36522	LOC_Os06g23240.1	36
36523	LOC_Os08g22750.1	36
36524	LOC_Os07g47030.4	36
36525	LOC_Os10g01780.1	36
36526	LOC_Os06g30820.2	36
36527	LOC_Os07g23494.1	36
36528	LOC_Os04g57450.1	36
36529	LOC_Os01g68770.1	36
36530	LOC_Os11g14130.1	36
36531	LOC_Os02g14280.1	36
36532	LOC_Os03g63600.1	36
36533	LOC_Os11g02800.1	36
36534	LOC_Os07g26820.1	36
36535	LOC_Os01g34030.1	36
36536	LOC_Os03g40130.1	36
36537	LOC_Os07g08550.1	36
36538	LOC_Os02g54120.4	36
36539	LOC_Os04g34940.1	36
36540	LOC_Os01g56710.1	36
36541	LOC_Os06g18820.1	36
36542	LOC_Os03g56910.1	36
36543	LOC_Os10g24020.2	36
36544	LOC_Os12g35060.1	36
36545	LOC_Os05g07626.1	36
36546	LOC_Os04g42130.1	36
36547	LOC_Os11g20620.1	36
36548	LOC_Os07g27730.1	36
36549	LOC_Os08g35470.1	36
36550	LOC_Os03g43480.1	36
36551	LOC_Os04g16240.1	36
36552	LOC_Os01g70460.3	36
36553	LOC_Os04g47680.1	36
36554	LOC_Os09g15550.1	36
36555	LOC_Os01g24510.1	36
36556	LOC_Os08g39230.1	36
36557	LOC_Os09g39400.2	36
36558	LOC_Os07g44820.1	36
36559	LOC_Os03g16470.3	36
36560	LOC_Os04g57780.2	36
36561	LOC_Os07g30250.1	36
36562	LOC_Os03g05300.1	36
36563	LOC_Os07g13020.1	36
36564	LOC_Os02g35080.5	36
36565	LOC_Os09g01690.2	36
36566	LOC_Os03g52550.1	36
36567	LOC_Os01g48190.2	36
36568	LOC_Os12g37200.1	36
36569	LOC_Os02g50220.1	36
36570	LOC_Os10g01870.1	36
36571	LOC_Os01g62740.1	36
36572	LOC_Os07g22070.1	36
36573	LOC_Os02g13290.1	36
36574	LOC_Os07g21980.1	36
36575	LOC_Os06g34290.1	36
36576	LOC_Os12g33890.1	36
36577	LOC_Os01g54240.1	36
36578	LOC_Os08g38970.1	36
36579	LOC_Os08g40070.1	36
36580	LOC_Os12g30510.3	36
36581	LOC_Os04g09420.1	36
36582	LOC_Os04g47560.1	36
36583	LOC_Os02g47720.1	36
36584	LOC_Os07g48320.1	36
36585	LOC_Os10g35480.2	36
36586	LOC_Os05g19430.1	36
36587	LOC_Os01g56630.2	36
36588	LOC_Os02g10490.1	36
36589	LOC_Os11g37010.1	36
36590	LOC_Os06g09250.1	36
36591	LOC_Os01g49280.1	36
36592	LOC_Os01g36970.1	36
36593	LOC_Os09g36380.1	36
36594	LOC_Os10g03640.1	36
36595	LOC_Os01g25890.1	36
36596	LOC_Os07g05770.1	36
36597	LOC_Os04g49450.2	36
36598	LOC_Os10g22350.1	36
36599	LOC_Os02g35080.1	36
36600	LOC_Os05g22900.1	36
36601	LOC_Os01g71160.1	36
36602	LOC_Os11g03734.1	36
36603	LOC_Os12g34350.2	36
36604	LOC_Os01g32700.1	36
36605	LOC_Os03g06600.1	36
36606	LOC_Os07g44650.1	36
36607	LOC_Os08g04450.2	36
36608	LOC_Os03g48690.1	36
36609	LOC_Os12g11750.1	36
36610	LOC_Os04g36760.1	36
36611	LOC_Os06g30820.3	36
36612	LOC_Os10g37800.1	36
36613	LOC_Os04g08034.3	36
36614	LOC_Os01g62990.1	36
36615	LOC_Os07g27960.1	36
36616	LOC_Os05g16100.1	36
36617	LOC_Os07g43400.1	36
36618	LOC_Os09g18060.1	36
36619	LOC_Os06g05840.1	36
36620	LOC_Os02g26550.1	36
36621	LOC_Os04g55150.2	36
36622	LOC_Os10g13680.1	36
36623	LOC_Os01g64200.1	36
36624	LOC_Os05g43660.1	36
36625	LOC_Os07g05380.1	36
36626	LOC_Os07g48440.1	36
36627	LOC_Os05g34650.2	36
36628	LOC_Os06g08460.1	36
36629	LOC_Os04g20810.2	36
36630	LOC_Os03g27150.1	36
36631	LOC_Os12g39020.1	36
36632	LOC_Os02g48480.1	36
36633	LOC_Os06g02110.1	36
36634	LOC_Os12g37530.2	36
36635	LOC_Os05g42230.1	36
36636	LOC_Os08g11610.1	36
36637	LOC_Os09g18610.1	36
36638	LOC_Os08g19330.1	36
36639	LOC_Os02g52160.1	36
36640	LOC_Os07g48500.1	36
36641	LOC_Os01g04440.1	36
36642	LOC_Os03g30260.1	36
36643	LOC_Os08g06930.1	36
36644	LOC_Os09g34075.1	36
36645	LOC_Os07g13330.1	36
36646	LOC_Os01g19410.1	36
36647	LOC_Os01g18060.1	36
36648	LOC_Os08g25250.1	36
36649	LOC_Os04g57804.1	36
36650	LOC_Os11g44270.1	36
36651	LOC_Os01g69260.1	36
36652	LOC_Os01g56360.1	36
36653	LOC_Os01g29070.1	36
36654	LOC_Os05g30260.1	36
36655	LOC_Os05g23120.1	36
36656	LOC_Os01g55930.1	36
36657	LOC_Os05g25950.1	36
36658	LOC_Os09g16995.1	36
36659	LOC_Os12g42940.1	36
36660	LOC_Os06g43750.1	36
36661	LOC_Os02g35730.1	36
36662	LOC_Os11g33380.1	36
36663	LOC_Os03g60190.1	36
36664	LOC_Os03g63500.2	36
36665	LOC_Os01g18650.1	36
36666	LOC_Os02g03220.1	36
36667	LOC_Os07g04860.1	36
36668	LOC_Os12g24460.1	36
36669	LOC_Os06g20980.1	36
36670	LOC_Os12g19680.1	36
36671	LOC_Os06g39900.1	36
36672	LOC_Os05g43300.3	36
36673	LOC_Os05g40040.1	36
36674	LOC_Os06g29804.1	36
36675	LOC_Os05g12230.1	36
36676	LOC_Os09g01320.1	36
36677	LOC_Os12g41600.1	36
36678	LOC_Os03g31230.1	36
36679	LOC_Os07g15920.1	36
36680	LOC_Os10g36580.1	36
36681	LOC_Os02g54120.2	36
36682	LOC_Os07g34250.1	36
36683	LOC_Os04g57310.2	36
36684	LOC_Os01g33540.1	36
36685	LOC_Os04g10140.1	36
36686	LOC_Os02g27510.1	36
36687	LOC_Os05g15980.1	36
36688	LOC_Os09g01690.1	36
36689	LOC_Os02g09900.1	36
36690	LOC_Os06g36030.1	36
36691	LOC_Os11g44630.1	36
36692	LOC_Os04g35100.1	36
36693	LOC_Os02g17160.1	36
36694	LOC_Os07g09130.1	36
36695	LOC_Os08g11470.1	36
36696	LOC_Os10g28650.1	36
36697	LOC_Os04g09370.1	36
36698	LOC_Os03g56944.1	36
36699	LOC_Os03g19270.4	36
36700	LOC_Os06g20480.1	36
36701	LOC_Os05g14100.1	36
36702	LOC_Os09g10140.1	36
36703	LOC_Os11g42350.1	36
36704	LOC_Os01g70710.1	36
36705	LOC_Os11g02320.3	36
36706	LOC_Os02g26100.1	36
36707	LOC_Os12g06020.1	36
36708	LOC_Os03g04490.1	36
36709	LOC_Os04g55260.1	36
36710	LOC_Os06g02320.1	36
36711	LOC_Os06g36240.1	36
36712	LOC_Os04g34020.1	36
36713	LOC_Os06g16870.1	36
36714	LOC_Os01g74310.3	36
36715	LOC_Os05g28910.1	36
36716	LOC_Os04g07130.1	36
36717	LOC_Os06g20850.1	36
36718	LOC_Os02g32730.1	36
36719	LOC_Os02g48380.2	36
36720	LOC_Os04g40180.1	36
36721	LOC_Os07g39830.1	36
36722	LOC_Os05g27690.1	36
36723	LOC_Os05g40520.1	36
36724	LOC_Os06g11910.1	36
36725	LOC_Os01g24760.1	36
36726	LOC_Os05g32490.1	36
36727	LOC_Os04g10310.1	36
36728	LOC_Os06g17320.1	36
36729	LOC_Os12g35060.2	36
36730	LOC_Os08g29920.1	36
36731	LOC_Os04g11500.1	36
36732	LOC_Os12g31790.1	36
36733	LOC_Os01g14470.1	36
36734	LOC_Os06g05560.1	36
36735	LOC_Os02g30410.1	36
36736	LOC_Os04g40320.1	36
36737	LOC_Os12g06480.2	36
36738	LOC_Os06g44400.1	36
36739	LOC_Os08g20486.1	36
36740	LOC_Os09g16690.1	36
36741	LOC_Os06g42010.1	36
36742	LOC_Os04g37960.1	36
36743	LOC_Os04g55850.3	36
36744	LOC_Os02g03680.1	36
36745	LOC_Os10g42710.5	36
36746	LOC_Os07g25080.1	36
36747	LOC_Os08g01190.1	36
36748	LOC_Os02g42920.1	36
36749	LOC_Os04g21230.1	36
36750	LOC_Os04g43690.2	36
36751	LOC_Os09g36140.1	36
36752	LOC_Os04g44490.1	36
36753	LOC_Os10g26360.1	36
36754	LOC_Os03g61430.1	36
36755	LOC_Os01g12100.1	36
36756	LOC_Os03g11860.1	36
36757	LOC_Os07g26470.1	36
36758	LOC_Os11g44210.1	36
36759	LOC_Os04g37790.2	36
36760	LOC_Os08g36040.1	36
36761	LOC_Os02g15190.1	36
36762	LOC_Os03g59360.1	36
36763	LOC_Os01g70570.2	36
36764	LOC_Os03g43010.1	36
36765	LOC_Os04g45510.1	36
36766	LOC_Os04g51130.1	36
36767	LOC_Os08g27170.1	36
36768	LOC_Os12g25640.1	36
36769	LOC_Os02g32170.1	36
36770	LOC_Os08g21830.1	36
36771	LOC_Os02g26550.3	36
36772	ChrSy.fgenesh.mRNA.73	36
36773	LOC_Os10g16780.1	36
36774	LOC_Os01g41610.1	36
36775	LOC_Os05g44900.1	36
36776	LOC_Os01g40690.2	36
36777	LOC_Os06g30390.1	36
36778	LOC_Os01g14490.1	36
36779	LOC_Os01g69200.1	36
36780	LOC_Os02g34370.1	36
36781	LOC_Os08g13400.1	36
36782	LOC_Os10g35480.1	36
36783	LOC_Os05g07940.2	36
36784	LOC_Os09g34310.1	36
36785	LOC_Os04g06010.1	36
36786	LOC_Os02g29880.1	36
36787	LOC_Os09g25314.1	36
36788	LOC_Os01g72960.1	36
36789	LOC_Os08g11030.1	36
36790	LOC_Os02g27730.1	36
36791	LOC_Os01g43460.1	36
36792	LOC_Os01g20760.1	36
36793	LOC_Os04g50164.1	36
36794	LOC_Os06g30820.4	36
36795	LOC_Os10g39430.1	36
36796	LOC_Os01g36320.1	36
36797	LOC_Os11g05780.1	36
36798	LOC_Os11g23736.1	36
36799	LOC_Os11g06690.1	36
36800	LOC_Os05g46130.1	36
36801	LOC_Os01g65690.2	36
36802	LOC_Os11g37350.1	36
36803	LOC_Os07g18990.1	36
36804	LOC_Os12g02260.1	36
36805	LOC_Os03g16470.2	36
36806	LOC_Os12g25600.1	36
36807	LOC_Os05g03590.1	36
36808	LOC_Os11g37800.1	36
36809	LOC_Os01g74310.2	36
36810	LOC_Os07g32320.1	36
36811	LOC_Os04g20810.3	36
36812	LOC_Os12g09870.1	36
36813	LOC_Os08g01430.1	36
36814	LOC_Os02g54290.1	36
36815	LOC_Os02g02524.1	36
36816	LOC_Os02g44300.4	36
36817	LOC_Os10g16810.1	36
36818	LOC_Os05g40610.1	36
36819	LOC_Os08g31310.1	36
36820	LOC_Os08g09490.1	36
36821	LOC_Os04g09960.1	36
36822	LOC_Os11g05910.1	36
36823	LOC_Os03g06720.1	36
36824	LOC_Os03g26800.1	36
36825	LOC_Os05g40430.1	36
36826	LOC_Os05g08720.1	36
36827	LOC_Os12g08420.1	36
36828	LOC_Os05g21140.1	36
36829	LOC_Os09g13030.1	36
36830	LOC_Os04g50212.1	36
36831	LOC_Os06g06000.1	36
36832	LOC_Os04g20810.1	36
36833	LOC_Os06g12876.1	36
36834	LOC_Os04g08804.1	36
36835	LOC_Os01g67520.2	36
36836	LOC_Os04g18130.1	36
36837	LOC_Os07g46250.1	36
36838	LOC_Os07g17240.1	36
36839	LOC_Os08g23420.1	36
36840	LOC_Os08g44015.1	36
36841	LOC_Os03g16140.4	36
36842	LOC_Os02g54120.1	36
36843	LOC_Os08g04450.3	36
36844	LOC_Os05g10380.1	36
36845	LOC_Os01g53360.1	36
36846	LOC_Os11g04230.1	36
36847	LOC_Os01g55740.1	36
36848	LOC_Os04g26170.1	36
36849	LOC_Os09g08590.1	36
36850	LOC_Os05g43780.1	36
36851	LOC_Os02g17140.1	36
36852	LOC_Os01g64220.1	36
36853	LOC_Os03g16600.1	36
36854	LOC_Os02g52640.1	36
36855	LOC_Os05g20260.1	36
36856	LOC_Os03g15830.1	36
36857	LOC_Os04g08034.2	36
36858	LOC_Os11g39618.1	36
36859	LOC_Os11g36060.2	36
36860	LOC_Os12g32910.1	36
36861	LOC_Os08g37310.1	36
36862	LOC_Os02g46350.1	36
36863	LOC_Os12g21530.1	36
36864	LOC_Os09g07140.1	36
36865	LOC_Os07g14300.1	36
36866	LOC_Os02g43865.1	36
36867	LOC_Os05g45460.1	36
36868	LOC_Os04g27880.1	36
36869	LOC_Os03g02080.1	36
36870	LOC_Os08g19400.1	36
36871	LOC_Os02g48230.1	36
36872	LOC_Os01g29540.1	36
36873	LOC_Os02g53570.1	36
36874	LOC_Os01g25990.3	36
36875	LOC_Os07g37710.1	36
36876	LOC_Os03g15200.1	36
36877	LOC_Os01g56250.1	36
36878	LOC_Os10g42710.6	36
36879	LOC_Os01g17370.1	36
36880	LOC_Os04g14780.1	36
36881	LOC_Os01g05510.1	36
36882	LOC_Os11g17940.1	36
36883	LOC_Os07g47030.2	36
36884	LOC_Os11g03430.1	36
36885	LOC_Os11g47770.1	36
36886	LOC_Os09g01290.1	36
36887	LOC_Os05g32320.1	36
36888	LOC_Os11g41365.1	36
36889	LOC_Os11g20000.1	36
36890	LOC_Os03g22490.1	36
36891	LOC_Os05g10310.3	36
36892	LOC_Os06g08620.1	36
36893	LOC_Os06g51510.1	36
36894	LOC_Os10g02750.1	36
36895	LOC_Os02g26860.1	36
36896	LOC_Os11g24580.1	36
36897	LOC_Os03g01950.1	36
36898	LOC_Os06g32210.1	36
36899	LOC_Os03g12064.4	36
36900	LOC_Os04g58870.2	36
36901	LOC_Os11g45380.1	36
36902	LOC_Os12g26580.1	36
36903	LOC_Os04g10870.1	36
36904	LOC_Os08g42420.3	36
36905	LOC_Os07g05780.1	36
36906	LOC_Os01g33020.1	36
36907	LOC_Os02g57030.2	36
36908	LOC_Os05g32070.1	36
36909	LOC_Os12g42044.3	36
36910	LOC_Os02g29500.1	36
36911	LOC_Os11g24870.1	36
36912	LOC_Os04g58870.3	36
36913	LOC_Os03g50730.2	36
36914	LOC_Os01g43990.1	36
36915	LOC_Os09g01380.1	36
36916	LOC_Os06g50260.1	36
36917	LOC_Os10g21490.1	36
36918	LOC_Os05g23440.2	36
36919	LOC_Os01g05520.1	36
36920	LOC_Os04g46290.1	36
36921	LOC_Os09g15380.1	36
36922	LOC_Os01g22900.1	36
36923	LOC_Os05g03190.1	36
36924	LOC_Os04g25520.1	36
36925	LOC_Os07g02590.2	36
36926	LOC_Os09g13660.1	36
36927	LOC_Os12g41600.2	36
36928	LOC_Os09g36735.1	36
36929	LOC_Os09g26830.1	36
36930	LOC_Os10g33500.1	36
36931	LOC_Os08g10490.1	36
36932	LOC_Os09g04820.1	36
36933	LOC_Os04g54150.1	36
36934	LOC_Os09g11220.1	36
36935	LOC_Os07g39800.1	36
36936	LOC_Os03g30744.1	36
36937	LOC_Os10g42710.3	36
36938	LOC_Os04g16726.1	36
36939	LOC_Os05g10430.1	36
36940	LOC_Os08g39820.1	36
36941	LOC_Os03g32030.1	36
36942	LOC_Os01g67520.1	36
36943	LOC_Os08g32810.1	36
36944	LOC_Os04g02600.1	36
36945	LOC_Os08g41820.1	36
36946	LOC_Os06g28930.1	36
36947	LOC_Os08g34970.1	36
36948	LOC_Os01g71140.1	36
36949	LOC_Os04g55770.1	36
36950	LOC_Os09g38130.1	36
36951	LOC_Os07g36080.3	36
36952	LOC_Os04g10090.1	36
36953	LOC_Os06g22620.1	36
36954	LOC_Os12g33280.1	36
36955	LOC_Os01g40390.1	36
36956	LOC_Os01g67520.3	36
36957	LOC_Os04g11120.1	36
36958	LOC_Os08g30540.1	36
36959	LOC_Os08g42360.1	36
36960	LOC_Os06g07480.1	36
36961	LOC_Os04g07100.1	36
36962	LOC_Os01g13480.1	36
36963	LOC_Os05g25470.1	36
36964	LOC_Os02g30410.2	36
36965	LOC_Os11g42350.3	36
36966	LOC_Os10g31090.1	36
36967	LOC_Os01g41610.2	36
36968	LOC_Os01g74310.4	36
36969	LOC_Os02g29950.1	36
36970	LOC_Os04g33320.1	36
36971	LOC_Os02g17830.1	36
36972	LOC_Os06g37260.1	36
36973	LOC_Os03g32650.1	36
36974	LOC_Os02g26614.1	36
36975	LOC_Os08g05410.1	36
36976	LOC_Os01g35400.1	36
36977	LOC_Os04g38520.1	36
36978	LOC_Os08g33130.1	36
36979	LOC_Os06g30820.1	36
36980	LOC_Os06g39940.1	36
36981	LOC_Os04g48880.1	36
36982	LOC_Os06g19420.1	36
36983	LOC_Os09g26590.1	36
36984	LOC_Os06g09640.1	36
36985	LOC_Os05g04830.1	36
36986	LOC_Os12g06840.1	36
36987	LOC_Os06g42970.1	36
36988	LOC_Os06g49560.1	36
36989	LOC_Os09g07760.1	36
36990	LOC_Os05g37200.2	36
36991	LOC_Os04g31590.1	36
36992	LOC_Os07g08790.1	36
36993	LOC_Os05g28460.1	36
36994	LOC_Os05g16680.1	36
36995	LOC_Os09g21910.1	36
36996	LOC_Os02g25460.1	36
36997	LOC_Os11g40300.1	36
36998	LOC_Os05g34790.1	36
36999	LOC_Os01g74300.1	36
37000	LOC_Os04g38000.1	36
37001	LOC_Os12g07420.1	36
37002	LOC_Os05g09732.1	36
37003	LOC_Os08g04450.1	36
37004	LOC_Os05g43420.1	36
37005	LOC_Os04g19520.1	36
37006	LOC_Os09g18270.1	36
37007	LOC_Os05g11270.1	36
37008	LOC_Os12g01320.1	36
37009	LOC_Os02g21890.1	36
37010	LOC_Os03g24590.1	36
37011	LOC_Os09g31434.1	36
37012	LOC_Os12g17000.1	36
37013	LOC_Os04g35510.2	36
37014	LOC_Os04g52460.1	36
37015	LOC_Os12g29970.1	36
37016	LOC_Os11g03100.1	36
37017	LOC_Os10g32560.1	36
37018	LOC_Os01g34330.1	36
37019	LOC_Os05g23890.1	36
37020	LOC_Os09g14250.1	36
37021	LOC_Os01g56680.1	36
37022	LOC_Os07g36870.1	36
37023	LOC_Os08g18830.1	36
37024	LOC_Os11g27030.1	36
37025	LOC_Os09g25690.1	36
37026	LOC_Os09g28780.1	36
37027	LOC_Os10g36950.1	36
37028	LOC_Os11g25360.1	36
37029	LOC_Os07g08300.1	36
37030	LOC_Os12g37830.1	36
37031	LOC_Os02g38720.1	36
37032	LOC_Os04g57760.1	36
37033	LOC_Os03g25260.1	36
37034	LOC_Os10g42710.4	36
37035	LOC_Os08g38630.1	36
37036	LOC_Os07g41220.1	36
37037	LOC_Os10g24020.1	36
37038	LOC_Os06g37640.1	36
37039	LOC_Os03g31230.2	36
37040	LOC_Os05g51900.1	36
37041	LOC_Os04g08034.1	36
37042	LOC_Os08g42420.2	36
37043	LOC_Os06g24610.1	36
37044	LOC_Os04g43010.1	36
37045	LOC_Os01g07180.1	36
37046	LOC_Os01g45624.1	36
37047	LOC_Os01g61560.1	36
37048	LOC_Os05g01360.1	36
37049	LOC_Os04g44760.1	36
37050	LOC_Os10g16870.1	36
37051	LOC_Os09g33820.3	36
37052	LOC_Os12g05330.1	36
37053	LOC_Os04g31924.2	36
37054	LOC_Os02g54120.3	36
37055	LOC_Os11g45390.1	36
37056	LOC_Os11g34120.1	36
37057	LOC_Os01g04920.2	36
37058	LOC_Os01g05510.2	36
37059	LOC_Os02g23823.2	36
37060	LOC_Os09g08670.1	36
37061	LOC_Os06g10710.1	36
37062	LOC_Os05g40450.1	36
37063	LOC_Os04g39600.1	36
37064	LOC_Os01g09610.1	36
37065	LOC_Os04g03350.1	36
37066	LOC_Os03g17930.1	36
37067	LOC_Os09g25880.1	36
37068	LOC_Os11g43790.1	36
37069	LOC_Os04g56790.1	36
37070	LOC_Os01g18720.1	36
37071	LOC_Os04g33870.1	36
37072	LOC_Os02g26550.2	36
37073	LOC_Os11g36760.1	36
37074	LOC_Os07g31900.1	36
37075	LOC_Os12g23670.1	36
37076	LOC_Os11g42350.2	36
37077	LOC_Os06g11360.1	36
37078	LOC_Os08g21760.1	36
37079	LOC_Os08g01370.1	36
37080	LOC_Os01g16700.1	36
37081	LOC_Os09g32988.1	36
37082	LOC_Os08g13560.1	36
37083	LOC_Os06g50679.1	36
37084	LOC_Os01g51080.1	36
37085	LOC_Os02g40940.1	36
37086	LOC_Os03g31940.1	36
37087	LOC_Os12g35060.3	36
37088	LOC_Os04g17550.1	36
37089	LOC_Os11g16248.1	36
